1	1	0	1	1218130
2	1	1	1218131	1426969
3	1	2	1426970	1758871
4	1	3	1758872	2514221
5	1	4	2514222	3782130
6	1	5	3782131	6445172
7	1	6	6445173	8357220
8	1	7	8357221	10269882
9	1	8	10269883	11232962
10	1	9	11232963	12243417
11	1	10	12243418	13448551
12	1	11	13448552	15769519
13	1	12	15769520	16759787
14	1	13	16759788	17633506
15	1	14	17633507	19315400
16	1	15	19315401	20971298
17	1	16	20971299	22120863
18	1	17	22120864	23964769
19	1	18	23964770	25808907
20	1	19	25808908	26746823
21	1	20	26746824	27902317
22	1	21	27902318	30920898
23	1	22	30920899	32164708
24	1	23	32164709	33309752
25	1	24	33309753	35375943
26	1	25	35375944	36325378
27	1	26	36325379	38443147
28	1	27	38443148	39853422
29	1	28	39853423	41664931
30	1	29	41664932	43421692
31	1	30	43421693	44652666
32	1	31	44652667	45698866
33	1	32	45698867	47116121
34	1	33	47116122	51791283
35	1	34	51791284	53214126
36	1	35	53214127	54813001
37	1	36	54813002	59897396
38	1	37	59897397	63657025
39	1	38	63657026	66995406
40	1	39	66995407	74190961
41	1	40	74190962	77931392
42	1	41	77931393	85162838
43	1	42	85162839	89054993
44	1	43	89054994	92328882
45	1	44	92328883	94488853
46	1	45	94488854	100365698
47	1	46	100365699	108649600
48	1	47	108649601	109486313
49	1	48	109486314	110638922
50	1	49	110638923	112718767
51	1	50	112718768	114818035
52	1	51	114818036	117951432
53	1	52	117951433	144508099
54	1	53	144508100	147623186
55	1	54	147623187	150274955
56	1	55	150274956	151136299
57	1	56	151136300	151821604
58	1	57	151821605	152714448
59	1	58	152714449	153956613
60	1	59	153956614	154863905
61	1	60	154863906	155283406
62	1	61	155283407	156079613
63	1	62	156079614	156723992
64	1	63	156723993	157758236
65	1	64	157758237	159377208
66	1	65	159377209	160420009
67	1	66	160420010	161319019
68	1	67	161319020	165598031
69	1	68	165598032	168580614
70	1	69	168580615	171336059
71	1	70	171336060	173916201
72	1	71	173916202	178452065
73	1	72	178452066	180421825
74	1	73	180421826	183224465
75	1	74	183224466	186039366
76	1	75	186039367	193136836
77	1	76	193136837	198259531
78	1	77	198259532	201213898
79	1	78	201213899	202475814
80	1	79	202475815	204113727
81	1	80	204113728	205251445
82	1	81	205251446	206904038
83	1	82	206904039	209609462
84	1	83	209609463	212656726
85	1	84	212656727	216023496
86	1	85	216023497	222525331
87	1	86	222525332	224649106
88	1	87	224649107	226644645
89	1	88	226644646	228282611
90	1	89	228282612	229604518
91	1	90	229604519	231837119
92	1	91	231837120	235433687
93	1	92	235433688	236868663
94	1	93	236868664	241857993
95	1	94	241857994	246774026
96	1	95	246774027	248375117
97	1	96	248375118	248956422
98	2	0	1	6856433
99	2	1	6856434	10444370
100	2	2	10444371	15576618
101	2	3	15576619	21017820
102	2	4	21017821	25150827
103	2	5	25150828	26567400
104	2	6	26567401	27327034
105	2	7	27327035	28535239
106	2	8	28535240	31192614
107	2	9	31192615	33261165
108	2	10	33261166	37304753
109	2	11	37304754	42051038
110	2	12	42051039	43903607
111	2	13	43903608	47067336
112	2	14	47067337	53790858
113	2	15	53790859	55277784
114	2	16	55277785	61117783
115	2	17	61117784	63967461
116	2	18	63967462	69391658
117	2	19	69391659	71094238
118	2	20	71094239	73280543
119	2	21	73280544	74448466
120	2	22	74448467	80106023
121	2	23	80106024	85666923
122	2	24	85666924	87926778
123	2	25	87926779	96119999
124	2	26	96120000	96864543
125	2	27	96864544	98541775
126	2	28	98541776	100975200
127	2	29	100975201	103844963
128	2	30	103844964	108752495
